ID,dialect,valency_pattern,encoding,verb_meaning,verb_evenki,corpus,coord_etc,verb_comment,arg_comment1,other_comments,place,collection,dialectal_group,text,speakers,genre,place_corp,region,dialect_corp,subdialect_corp,collector,source,title,year,year_from,year_to,speaker,gender,latin,cyrillic,translation_rus,translation_eng,translation_de,comment_corpus,transcribed_by
ex_0782,Yerbogachen,reach_LOC,LOC,reach,is,INEL,,,,,Yerbogachen,SPbYerbogachen_Vas,Northern,How a man was deceiving (KN) [1928],[speakers: KN],[genre: flk],[place: Saint Petersburg],[region: Saint Petersburg],[dialect: Northern],[subdialect: Erbogachyon],[collector: VGM],KN_192X_OneManDeceived_flk.008 (002.003),[title: How a man was deceiving],[year: 1928],[year_from: 1928],[year_to: 1928],[speaker: KN],[gender: M],"Hamanŋịtịn, oronduji uɣučadʼana, {{ịstan}} dʼuːlaːji, hoːkačịllan ụləːkkinətpi iləlwə, hamaːn oːna.",—,"Шаман, на олене поехав, доехал до дома, хвастался, [что] обманул людей, став [= притворившись] шаманом.","The shaman was riding the reindeer and came home, he boasted [that] he had deceived the people having become a shaman.","Der Schamane ritt auf dem Rentier und kam nach Hause, er prahlte, [dass] er die Leute betrogen hätte, indem er Schamane geworden sei.",—,[transcribed_by: VGM]
ex_0783,Yerbogachen,say_ACC,ACC,say,gūn,INEL,,,,,Yerbogachen,SPbYerbogachen_Vas,Northern,A tramp (KaA) [1928],[speakers: KaA],[genre: flk],[place: Saint Petersburg],[region: Saint Petersburg],[dialect: Northern],[subdialect: Erbogachyon],[collector: VGM],KaA_192X_Tramp_flk.011 (001.011),[title: A tramp],[year: 1928],[year_from: 1928],[year_to: 1928],[speaker: KaA],[gender: M],"Hụktidʼənə, hunaːtpị {{gụčəː}}: “dʼawwaːn purulkal!”",—,Бегая своей девушке [=сестре] сказал: «Лодку продырявь!»,"Running he said to his girl [=sister]: ""Drill [a hole] into the boat!""","Beim Rennen sagte er seinem Mädchen [=Schwester]: ""Bohre [ein Loch] ins Boot!""",—,[transcribed_by: VGM]
ex_0784,Yerbogachen,say_ACC,ACC,say,gūn,INEL,,,,,Yerbogachen,SPbYerbogachen_Vas,Northern,The rich man (KaA) [1928],[speakers: KaA],[genre: flk],[place: Saint Petersburg],[region: Saint Petersburg],[dialect: Northern],[subdialect: Erbogachyon],[collector: VGM],KaA_192X_RichMan_flk.003 (001.003),[title: The rich man],[year: 1928],[year_from: 1928],[year_to: 1928],[speaker: KaA],[gender: M],"Baj hawamnịːwa əpki ụllirə, hawamnịːwị {{gụniwki}}: “eːdawị albadʼannị kaŋkịt gịrkudʼamịː?”",—,"Богач не кормил работника, работнику говорил: «Почему ты не можешь идти быстрее?»","The rich person didn't feed the worker, he said to his worker: ""Why can't you go more quickly?""","Der Reiche gab dem Arbeiter nichts zu essen, er sagte zu seinem Arbeiter: ""Warum kannst du nicht schneller gehen?""","[DCh]: Why reflexive possessive suffix at ""eːdawị""?",[transcribed_by: VGM]
ex_0785,Yerbogachen,say_ACC,ACC,say,gūn,INEL,,,,,Yerbogachen,SPbYerbogachen_Vas,Northern,The fool (KaA) [1928],[speakers: KaA],[genre: flk],[place: Saint Petersburg],[region: Saint Petersburg],[dialect: Northern],[subdialect: Erbogachyon],[collector: VGM],KaA_192X_Fool_flk.002 (001.002),[title: The fool],[year: 1928],[year_from: 1928],[year_to: 1928],[speaker: KaA],[gender: M],"Talumawa dʼawwa oːlčaː, nəkụːnmi {{gụːčəː}}: “Gələːktəkəl niŋtəlikəl, dʼawwar oːwdaːwər”.",—,"Стали делать берестяную лодку, он младшему сказал: «Принеси корней, лодку сшивать».","They started to make a boat out of birch bark, he said to the younger brother: ""Search and bring roots, for that we can tie our boat together"".","Sie fingen an ein Boot aus Birkenrinde zu bauen, er sagte dem jüngeren Bruder: ""Such und bring Wurzeln, damit wir unser Boot zusammen binden.""",—,[transcribed_by: VGM]
ex_0786,Yerbogachen,say_ACC,ACC,say,gūn,INEL,,,,,Yerbogachen,SPbYerbogachen_Vas,Northern,Iron horns (KN) [1928],[speakers: KN],[genre: flk],[place: Saint Petersburg],[region: Saint Petersburg],[dialect: Northern],[subdialect: Erbogachyon],[collector: VGM],KN_192X_IronHorn_flk.013 (001.013),[title: Iron horns],[year: 1928],[year_from: 1928],[year_to: 1928],[speaker: KN],[gender: M],"Guluwurwa ịlatčaːl, ahaːtkaːrwə {{gụːčəːl}}: “oːmaktawar kukịnmar ŋənnəːwkəllə!”",—,"Зажгли костры, девочкам сказали: «Приведите новую невестку».","They lit fires, they said to the girls: ""Bring new sisters-in-law!""","Sie zündeten Feuer an, sie sagten zu den Mädchen: ""Bringt neue Schwägerinnen!""",—,[transcribed_by: VGM]
ex_0787,Yerbogachen,say_ACC,NOM,say,gūn,INEL,,,,,Yerbogachen,SPbYerbogachen_Vas,Northern,A smart trickster (PP) [1928],[speakers: PP],[genre: flk],[place: Saint Petersburg],[region: Saint Petersburg],[dialect: Northern],[subdialect: Erbogachyon],[collector: VGM],PP_192X_Trickster_flk.009 (001.009),[title: A smart trickster],[year: 1928],[year_from: 1928],[year_to: 1928],[speaker: PP],[gender: M],Mụdụrəːn haldatịlịn {{gụːnə}}: “Bərilbə əməwkəl”.,—,Солдаты хитрецу сказали: «Дай луки».,"The soldiers said to the sly one: ""Give the bows"".","Die Soldaten sagten zum Schlauen: ""Gib die Bögen.""",—,[transcribed_by: VGM]
ex_0788,Yerbogachen,say_ACC,ACC,say,gūn,INEL,,,,,Yerbogachen,SPbYerbogachen_Vas,Northern,Fox and bear (PuV) [1928],[speakers: PuV],[genre: flk],[place: Saint Petersburg],[region: Saint Petersburg],[dialect: Northern],[subdialect: Erbogachyon],[collector: VGM],PuV_192X_FoxWithBear_flk.019 (003.009),[title: Fox and bear],[year: 1928],[year_from: 1928],[year_to: 1928],[speaker: PuV],[gender: M],Hulakịː {{gụːnən}}: “Hinə {{gụːčəːw}} hata ətəːnni tərərə”.,—,"Лисица сказала: «Я тебе говорила, [что] ты, пожалуй, не выдержишь».","The fox said: ""I said to you, you won't stand it.""","Der Fuchs sagte: ""Ich sagte dir, du hältst es nicht aus.""",—,[transcribed_by: VGM]
ex_0789,Yerbogachen,say_ACC,ACC,say,gūn,INEL,,,,,Yerbogachen,SPbYerbogachen_Vas,Northern,Fox and bear (UV) [1928],[speakers: UV],[genre: flk],[place: Saint Petersburg],[region: Saint Petersburg],[dialect: Northern],[subdialect: Erbogachyon],[collector: VGM],UV_192X_FoxAndBear_flk.002 (001.002),[title: Fox and bear],[year: 1928],[year_from: 1928],[year_to: 1928],[speaker: UV],[gender: M],Hulakịː {{gụnən}} amaːkaːwə: “Amaːkaː dʼụːktə aːhịnmaːt”.,—,Лисица сказала медведю: «Дед! давай вместе спать ляжем».,"The fox said to the bear: ""Grandfather, let us lie down together.""","Der Fuchs sagte zum Bären: ""Opa, lass uns uns zusammen schlafen legen.""",—,[transcribed_by: VGM]
ex_0790,Yerbogachen,say_DAT,DAT,say,gūn,INEL,,,,,Yerbogachen,SPbYerbogachen_Vas,Northern,A girl (KaA) [1928],[speakers: KaA],[genre: flk],[place: Saint Petersburg],[region: Saint Petersburg],[dialect: Northern],[subdialect: Erbogachyon],[collector: VGM],KaA_192X_Girl_flk.004 (002.002),[title: A girl],[year: 1928],[year_from: 1928],[year_to: 1928],[speaker: KaA],[gender: M],"Bịra dʼapkadun ịlịtčana, hoŋodʼowkị dịlačadu {{gụndʼənə}}: “Dịlača, minə gakal”.",—,"Стоя на берегу реки, плакала, солнцу говоря: «Солнце, возьми меня».","Standing on the shore of the river, she cried and said to the sun: ""Sun, take me"".","Als sie auf dem Ufer des Flusses stand, weinte sie und sagte zur Sonne: ""Sonne, nimm mich.""",—,[transcribed_by: VGM]
ex_0791,Yerbogachen,say_DAT,DAT,say,gūn,INEL,,,,,Yerbogachen,SPbYerbogachen_Vas,Northern,The fool (KaA) [1928],[speakers: KaA],[genre: flk],[place: Saint Petersburg],[region: Saint Petersburg],[dialect: Northern],[subdialect: Erbogachyon],[collector: VGM],KaA_192X_Fool_flk.009 (002.007),[title: The fool],[year: 1928],[year_from: 1928],[year_to: 1928],[speaker: KaA],[gender: M],Bi {{gụːčəːw-gụ}} hindụ kuŋaːkaːr niŋtilbətin gənnəːkəl?”,—,Я тебе разве говорил: принеси пятки детей?»,"Did I say ""bring heels of children"", though?""","Sagte ich dir etwa: Bring Kinderfersen?""",—,[transcribed_by: VGM]
ex_0792,Yerbogachen,say_DAT,DAT,say,gūn,INEL,,,,,Yerbogachen,SPbYerbogachen_Vas,Northern,Three strong men (KN) [1928],[speakers: KN],[genre: flk],[place: Saint Petersburg],[region: Saint Petersburg],[dialect: Northern],[subdialect: Erbogachyon],[collector: VGM],KN_192X_ThreeStrongMen_flk.032 (004.013),[title: Three strong men],[year: 1928],[year_from: 1928],[year_to: 1928],[speaker: KN],[gender: M],"Təɣətčəkəːjəmiːl, ụmụkəːn ịlanduk əŋəhiːl {{gụːlčəː}} əməməktədụ jaːkədu: “Andagịː, əŋəhiːlbər ụrəːmkəːtkəːt, antị bimčəː”.",—,"Посидев, один из трех силачей сказал пришедшему якуту: «Товарищ, давай силами померяемся, каков ты есть».","While they were sitting, one of the three strong men said to the visiting Yakut: ""Friend, let us compare strength, show us what you are made of.""","Nachdem sie gesessen hatten, sagte einer der drei starken Männer zum angekommen Jakuten: ""Freund, lass uns unsere Kräfte messen, was für einer du bist.""",—,[transcribed_by: VGM]
ex_0793,Yerbogachen,say_DAT,DAT,say,gūn,INEL,,,,,Yerbogachen,SPbYerbogachen_Vas,Northern,There was a liar (KN) [1928],[speakers: KN],[genre: flk],[place: Saint Petersburg],[region: Saint Petersburg],[dialect: Northern],[subdialect: Erbogachyon],[collector: VGM],KN_192X_Liar_flk.023 (003.008),[title: There was a liar],[year: 1928],[year_from: 1928],[year_to: 1928],[speaker: KN],[gender: M],Taːduk ụləːk {{gụːnən}} haldatịldu: “Bi mụː mụhụndukin ahịːwa gaːčaːw”.,—,Тогда лгун сказал солдатам: «Я жену взял от хозяина [= духа] воды».,"There the liar said to the soldiers: ""I took the woman from the water spirit"".","Da sagte der Lügner zu den Soldaten: ""Ich habe die Frau vom Wassergeist genommen.""",—,[transcribed_by: VGM]
ex_0794,Yerbogachen,say_DAT,DAT,say,gūn,INEL,,,,,Yerbogachen,SPbYerbogachen_Vas,Northern,Byorkoltun (KN) [1928],[speakers: KN],[genre: flk],[place: Saint Petersburg],[region: Saint Petersburg],[dialect: Northern],[subdialect: Erbogachyon],[collector: VGM],KN_192X_Byorkoltun_flk.013 (002.005),[title: Byorkoltun],[year: 1928],[year_from: 1928],[year_to: 1928],[speaker: KN],[gender: M],Tar omolgịːl əkinduwər {{gụːčəːl}}: “Əkịːjə eːwa oːdʼannä?”,—,"Парни сестре сказали: «Сестра, что ты делаешь?»","The boys said to their elder sister: ""Sister, what are you doing?""","Die Jungen sagten ihrer älteren Schwester: ""Schwester, was tust du?""",—,[transcribed_by: VGM]
ex_0795,Yerbogachen,say_DAT,DAT,say,gūn,INEL,,,,,Yerbogachen,SPbYerbogachen_Vas,Northern,A smart trickster (PP) [1928],[speakers: PP],[genre: flk],[place: Saint Petersburg],[region: Saint Petersburg],[dialect: Northern],[subdialect: Erbogachyon],[collector: VGM],PP_192X_Trickster_flk.017 (002.002),[title: A smart trickster],[year: 1928],[year_from: 1928],[year_to: 1928],[speaker: PP],[gender: M],"Čajtịrə, ahaːlduwər {{gụːnə}}, ajalwa bərilwə gaːdawər.",—,"Пили чай, женам сказали, что купили хорошие луки.","They drank tea, they said to their wives that they had bought good bows.","Sie tranken Tee, sie sagten ihren Frauen, dass sie gute Bögen gekauft haben.",—,[transcribed_by: VGM]
ex_0796,Yerbogachen,say_DAT,DAT,say,gūn,INEL,,,,,Yerbogachen,SPbYerbogachen_Vas,Northern,Fox and bear (UI) [1928],[speakers: UI],[genre: flk],[place: Saint Petersburg],[region: Saint Petersburg],[dialect: Northern],[subdialect: Erbogachyon],[collector: VGM],UI_192X_FoxAndBear_flk.003 (001.003),[title: Fox and bear],[year: 1928],[year_from: 1928],[year_to: 1928],[speaker: UI],[gender: M],"Hulakịː {{gụːnən}} amaːkaːdu: “Aːhịnmaːt eːksa ojodun, poːllakadu”.",—,"Лисица сказала медведю: «Давай ляжем спать на верхушке скалы, на гладком месте».","The fox said to the bear: ""Let's lie down to sleep on a rock, on a clearing"".","Der Fuchs sagte zum Bären: ""Lass uns auf einem Felsen, auf einer Lichtung schlafen.""",—,[transcribed_by: VGM]
ex_0797,Yerbogachen,say_LAT,LAT,say,gūn,INEL,,,,,Yerbogachen,SPbYerbogachen_Vas,Northern,Iron horns (KN) [1928],[speakers: KN],[genre: flk],[place: Saint Petersburg],[region: Saint Petersburg],[dialect: Northern],[subdialect: Erbogachyon],[collector: VGM],KN_192X_IronHorn_flk.007 (001.007),[title: Iron horns],[year: 1928],[year_from: 1928],[year_to: 1928],[speaker: KN],[gender: M],"Tar kuŋaːkaːn amịːnịːn əməčəː, hụtətkiːwi {{gụndʼəwki}}: “Ənʼinni-kə, iːləː hụrụčəːn?”",—,"Пришел отец того ребенка, сыну своему сказал: «Мать-то твоя куда ушла?»","The child's father came, he said to this son: ""Where has your mother gone?""","Es kam der Vater des Kindes, er sagte seinem Sohn: ""Wohin ist deine Mutter gegangen?""",—,[transcribed_by: VGM]
ex_0798,Yerbogachen,say_LAT,LAT,say,gūn,INEL,,,,,Yerbogachen,SPbYerbogachen_Vas,Northern,There was a liar (KN) [1928],[speakers: KN],[genre: flk],[place: Saint Petersburg],[region: Saint Petersburg],[dialect: Northern],[subdialect: Erbogachyon],[collector: VGM],KN_192X_Liar_flk.018 (003.003),[title: There was a liar],[year: 1928],[year_from: 1928],[year_to: 1928],[speaker: KN],[gender: M],Ụləːk {{gụːčəː}} ilətkiː: “Mačaːlə hụkitədụn məŋụnmə nəːčəːw”.,—,Лгун сказал человеку: «В брюхо коровы я деньги я положил».,"The liar said to the human: ""I have put money into the cow's belly"".","Der Lügner sagte dem Menschen: ""Ich habe Geld in den Bauch der Kuh gelegt.""",—,[transcribed_by: VGM]
ex_0799,Yerbogachen,say_LAT,LAT,say,gūn,INEL,,,,,Yerbogachen,SPbYerbogachen_Vas,Northern,There was a liar (KN) [1928],[speakers: KN],[genre: flk],[place: Saint Petersburg],[region: Saint Petersburg],[dialect: Northern],[subdialect: Erbogachyon],[collector: VGM],KN_192X_Liar_flk.001 (001.001),[title: There was a liar],[year: 1928],[year_from: 1928],[year_to: 1928],[speaker: KN],[gender: M],Ụləːk {{gụːlčəː}} ahịːtkịːjị: “Čannịkpị hiɣəkəl!”,—,Лгун сказал своей жене: «Повесь чайник!»,"A liar said to his wife: ""Hang up the teapot!""","Ein Lügner sagte zu seiner Frau: ""Häng den Teekessel auf!""",—,[transcribed_by: VGM]
ex_0800,Yerbogachen,say_LAT,LAT,say,gūn,INEL,,,,,Yerbogachen,SPbYerbogachen_Vas,Northern,A man climbed up to the upper world (UV) [1928],[speakers: UV],[genre: flk],[place: Saint Petersburg],[region: Saint Petersburg],[dialect: Northern],[subdialect: Erbogachyon],[collector: VGM],UV_192X_UpperWorld_flk.045 (004.003),[title: A man climbed up to the upper world],[year: 1928],[year_from: 1928],[year_to: 1928],[speaker: UV],[gender: M],"Gịdaːlə hụrụrən, ịstan dəɣiwkiləː, iːrən balagalajị, {{gụːnən}} dəgiwkitkiː: “Dəɣiwkəl dʼuːtkịːw”.",—,"Гидало ушел, дошел до птицы, вошел в балаган, сказал птице: «Лети, унеси [меня] домой».","Gidalo went off, he came to the bird, he entered the balagan, he said to the bird: ""Fly [me] home"".","Gidalo ging los, er kam zum Vogel, er ging in den Balagan, er sagte zum Vogel: ""Flieg [mich] nach Hause.""",—,[transcribed_by: VGM]
ex_0801,Yerbogachen,ask_ACC,ACC,ask,hanŋūkta,INEL,,,,,Yerbogachen,SPbYerbogachen_Vas,Northern,A man climbed up to the upper world (UV) [1928],[speakers: UV],[genre: flk],[place: Saint Petersburg],[region: Saint Petersburg],[dialect: Northern],[subdialect: Erbogachyon],[collector: VGM],UV_192X_UpperWorld_flk.038 (003.018),[title: A man climbed up to the upper world],[year: 1928],[year_from: 1928],[year_to: 1928],[speaker: UV],[gender: M],Hamaːn {{hanŋuːktallan}} Gịdaːləwə: “Iːdụk əməčəːs?”,—,Шаман спросил Гидало: «Откуда ты пришел?»,"The shaman asked Gidalo: ""Where did you come from?""","Der Schamane fragte Gidalo: ""Woher bist du gekommen?""",—,[transcribed_by: VGM]
ex_0802,Yerbogachen,ask_ACC,NOM,ask,hanŋūkta,INEL,,,,,Yerbogachen,SPbYerbogachen_Vas,Northern,How a man alerted a crossbow (UI) [1928],[speakers: UI],[genre: flk],[place: Saint Petersburg],[region: Saint Petersburg],[dialect: Northern],[subdialect: Erbogachyon],[collector: VGM],UI_192X_Crossbow_flk.031 (002.025),[title: How a man alerted a crossbow],[year: 1928],[year_from: 1928],[year_to: 1928],[speaker: UI],[gender: M],Hamaːn tar bəjə {{hanŋuːktarən}}: “iːdụk əməčəːs?”,—,Шаман спросил этого мужчину: «Откуда ты пришел?»,"The shaman asked the man: ""Where did you come from?""","Der Schamane fragte den Mann: ""Woher bist du gekommen?""",—,[transcribed_by: VGM]
ex_0803,Yerbogachen,ask_ACC,ACC,ask,hanŋūkta,INEL,,,,,Yerbogachen,SPbYerbogachen_Vas,Northern,Fox and bear (PuV) [1928],[speakers: PuV],[genre: flk],[place: Saint Petersburg],[region: Saint Petersburg],[dialect: Northern],[subdialect: Erbogachyon],[collector: VGM],PuV_192X_FoxWithBear_flk.004 (001.004),[title: Fox and bear],[year: 1928],[year_from: 1928],[year_to: 1928],[speaker: PuV],[gender: M],“Hi eːt ŋəːləčiŋnəːnnä” hulakịː {{hanŋuːktaran}} amaːkaːwə.,—,«Ты чего боишься?» спросила лисица медведя.,"Of what are you afraid?, the fox asked the bear.","Wovor hast du Angst?, fragte der Fuchs den Bären.",—,[transcribed_by: VGM]
ex_0804,Yerbogachen,leave_LAT,LAT,leave,suru,INEL,,,,,Yerbogachen,SPbYerbogachen_Vas,Northern,A man climbed up to the upper world (UV) [1928],[speakers: UV],[genre: flk],[place: Saint Petersburg],[region: Saint Petersburg],[dialect: Northern],[subdialect: Erbogachyon],[collector: VGM],UV_192X_UpperWorld_flk.023 (003.003),[title: A man climbed up to the upper world],[year: 1928],[year_from: 1928],[year_to: 1928],[speaker: UV],[gender: M],"Tar bəjə dʼuːtkịː {{hụrụrən}}, dʼuːwa ịstan, iːrən, ičəttən ụmụkəːn ahịː, ụmụkəːn bəjə, ụmụkəːn hunaːt bidʼirə.",—,"Мужчина к юрте пошел, до юрты дошел, вошел, увидел — одна женщина, один мужчина, одна девушка живут.","The man went to the yurt, he reached the yurt and went in, he saw, a woman, a man and a girl are living there.","Der Mann ging zum Zelt, er erreichte das Zelt und ging hinein, er sah, dort leben eine Frau, ein Mann und ein Mädchen.",—,[transcribed_by: VGM]
ex_0805,Yerbogachen,be_afraid_INS,INS,be_afraid,ŋə̄lə(t),INEL,,,,,Yerbogachen,SPbYerbogachen_Vas,Northern,Fox and bear (PuV) [1928],[speakers: PuV],[genre: flk],[place: Saint Petersburg],[region: Saint Petersburg],[dialect: Northern],[subdialect: Erbogachyon],[collector: VGM],PuV_192X_FoxWithBear_flk.005 (001.005),[title: Fox and bear],[year: 1928],[year_from: 1928],[year_to: 1928],[speaker: PuV],[gender: M],“Bi {{ŋəːləčiŋnəm}} hoːmamat əliptiŋirdʼiː.,—,«Я очень боюсь [внезапно вылетающих] птиц».,I am very afraid of gamebirds.,Ich fürchte mich sehr vor Wildvögeln.,—,[transcribed_by: VGM]
ex_0806,Yerbogachen,leave_LOC,LOC,leave,suru,INEL,,,,,Yerbogachen,SPbYerbogachen_Vas,Northern,A man climbed up to the upper world (UV) [1928],[speakers: UV],[genre: flk],[place: Saint Petersburg],[region: Saint Petersburg],[dialect: Northern],[subdialect: Erbogachyon],[collector: VGM],UV_192X_UpperWorld_flk.048 (004.006),[title: A man climbed up to the upper world],[year: 1928],[year_from: 1928],[year_to: 1928],[speaker: UV],[gender: M],"Gidaːlə jụːrən balagadukkị, {{hụrụrən}} dʼuːlaːjị.",—,"Гидало вышел из балагана, ушел домой.","Gidalo went out off the balagan, he went home.","Gidalo ging aus dem Balagan hinaus, er ging nach Hause.",—,[transcribed_by: VGM]
ex_0807,Yerbogachen,leave_LOC,LOC,leave,suru,INEL,,,,,Yerbogachen,SPbYerbogachen_Vas,Northern,A smart trickster (PP) [1928],[speakers: PP],[genre: flk],[place: Saint Petersburg],[region: Saint Petersburg],[dialect: Northern],[subdialect: Erbogachyon],[collector: VGM],PP_192X_Trickster_flk.016 (002.001),[title: A smart trickster],[year: 1928],[year_from: 1928],[year_to: 1928],[speaker: PP],[gender: M],"Dʼuːlaːwər {{hụrụrə}}, dʼuːwar ista.",—,"Домой ушли, дошли до дома.","They went home, they came home.","Sie gingen nach Hause, sie kamen nach Hause.",—,[transcribed_by: VGM]
ex_0808,Yerbogachen,leave_LOC,LOC,leave,suru,INEL,,,,,Yerbogachen,SPbYerbogachen_Vas,Northern,There was a liar (KN) [1928],[speakers: KN],[genre: flk],[place: Saint Petersburg],[region: Saint Petersburg],[dialect: Northern],[subdialect: Erbogachyon],[collector: VGM],KN_192X_Liar_flk.015 (002.008),[title: There was a liar],[year: 1928],[year_from: 1928],[year_to: 1928],[speaker: KN],[gender: M],Haldatịl {{hụrụčəːl}} dʼuːldulaːwər.,—,Солдаты ушли домой.,The soldiers went home.,Die Soldaten gingen nach Hause.,—,[transcribed_by: VGM]
ex_0809,Yerbogachen,leave_LOC,LOC,leave,suru,INEL,,,animate,,Yerbogachen,SPbYerbogachen_Vas,Northern,The black grouse (KaA) [1928],[speakers: KaA],[genre: flk],[place: Saint Petersburg],[region: Saint Petersburg],[dialect: Northern],[subdialect: Erbogachyon],[collector: VGM],KaA_192X_BlackGrouse_flk.002 (001.002),[title: The black grouse],[year: 1928],[year_from: 1928],[year_to: 1928],[speaker: KaA],[gender: M],"Umnəː horokịː, taduk ịŋtịlgučaːn binəl, {{hụrụrə}} əksəriːləː, ụŋkildiməːtnəːhinə.",—,"Однажды тетерев, и еще сова, пошли к богу, жалуясь друг на друга.","Once the black grouse and the owl went to God, they were about to complain about each other.","Einmal gingen das Birkhuhn und die Eule zu Gott, sie wollten sich übereinander beschweren.",—,[transcribed_by: VGM]
ex_0810,Yerbogachen,leave_LOC,LOC,leave,suru,INEL,,,animate,,Yerbogachen,SPbYerbogachen_Vas,Northern,Iron horns (KN) [1928],[speakers: KN],[genre: flk],[place: Saint Petersburg],[region: Saint Petersburg],[dialect: Northern],[subdialect: Erbogachyon],[collector: VGM],KN_192X_IronHorn_flk.010 (001.010),[title: Iron horns],[year: 1928],[year_from: 1928],[year_to: 1928],[speaker: KN],[gender: M],"Taːduk tar bəjə {{hụrụčəː}} dʼaldulaːwị, ahịːlaːkaːjịm.",—,"Потом, женившись, тот мужчина ушел к своей родне.","Then, having married, the man went to his relatives.","Dann, als er geheiratet hatte, ging der Mann zu seinen Verwandten.",—,[transcribed_by: VGM]
ex_0811,Yerbogachen,leave_LOC,LOC,leave,suru,INEL,,,wh,,Yerbogachen,SPbYerbogachen_Vas,Northern,Iron horns (KN) [1928],[speakers: KN],[genre: flk],[place: Saint Petersburg],[region: Saint Petersburg],[dialect: Northern],[subdialect: Erbogachyon],[collector: VGM],KN_192X_IronHorn_flk.007 (001.007),[title: Iron horns],[year: 1928],[year_from: 1928],[year_to: 1928],[speaker: KN],[gender: M],"Tar kuŋaːkaːn amịːnịːn əməčəː, hụtətkiːwi gụndʼəwki: “Ənʼinni-kə, iːləː {{hụrụčəːn}}?”",—,"Пришел отец того ребенка, сыну своему сказал: «Мать-то твоя куда ушла?»","The child's father came, he said to this son: ""Where has your mother gone?""","Es kam der Vater des Kindes, er sagte seinem Sohn: ""Wohin ist deine Mutter gegangen?""",—,[transcribed_by: VGM]
ex_0812,Yerbogachen,leave_LOC,LOC,leave,suru,INEL,,,animate,,Yerbogachen,SPbYerbogachen_Vas,Northern,Nurgowul (UI) [1928],[speakers: UI],[genre: flk],[place: Saint Petersburg],[region: Saint Petersburg],[dialect: Northern],[subdialect: Erbogachyon],[collector: VGM],UI_192X_Nurgowul_flk.017 (003.007),[title: Nurgowul],[year: 1928],[year_from: 1928],[year_to: 1928],[speaker: UI],[gender: M],"Dʼəwrən ụlləwə nuŋan, {{hụrụrən}} Nurgowuldulaː.",—,"Поел мяса он, пошел к Нурговулю.","He ate some meat, he went to Nurgowul.","Er aß Fleisch, er ging zu Nurgowul.",—,[transcribed_by: VGM]
ex_0813,Yerbogachen,leave_LOC,LOC,leave,suru,INEL,,,,,Yerbogachen,SPbYerbogachen_Vas,Northern,Three strong men (KN) [1928],[speakers: KN],[genre: flk],[place: Saint Petersburg],[region: Saint Petersburg],[dialect: Northern],[subdialect: Erbogachyon],[collector: VGM],KN_192X_ThreeStrongMen_flk.052 (006.004),[title: Three strong men],[year: 1928],[year_from: 1928],[year_to: 1928],[speaker: KN],[gender: M],"Daɣamaːkanịm, pəktirəːčəː nuŋanmaːn, taːdu-daː waːčaː nuŋanmaːn, {{hụrụčəː}} dʼuːlaːwị.",—,"Приблизившись, выстрелил в него, там же убил его, ушел домой.","When he had approached, he shot him, killed that one, he went home.","Als er sich genähert hatte, schoss er auf ihn, dort tötete er ihn, er ging nach Hause.",—,[transcribed_by: VGM]
ex_0814,Yerbogachen,leave_LOC,LOC,leave,suru,INEL,,,deict,,Yerbogachen,SPbYerbogachen_Vas,Northern,Fox and bear (UV) [1928],[speakers: UV],[genre: flk],[place: Saint Petersburg],[region: Saint Petersburg],[dialect: Northern],[subdialect: Erbogachyon],[collector: VGM],UV_192X_FoxAndBear_flk.017 (002.005),[title: Fox and bear],[year: 1928],[year_from: 1928],[year_to: 1928],[speaker: UV],[gender: M],"—“Minŋi bihin təːlilbi, taːlaː {{hụrụwəːt}}”, gụːnən hulakịː.",—,"—«У меня есть вяленое мясо, пойдем туда», сказала лисица.","I have dried meat, let's go there, the fox said.","Ich habe Trockenfleisch, lass uns dorthin gehen, sagte der Fuchs.",—,[transcribed_by: VGM]
ex_0815,Yerbogachen,leave_LOC,LOC,leave,suru,INEL,,,,,Yerbogachen,SPbYerbogachen_Vas,Northern,A man climbed up to the upper world (UV) [1928],[speakers: UV],[genre: flk],[place: Saint Petersburg],[region: Saint Petersburg],[dialect: Northern],[subdialect: Erbogachyon],[collector: VGM],UV_192X_UpperWorld_flk.040 (003.020),[title: A man climbed up to the upper world],[year: 1928],[year_from: 1928],[year_to: 1928],[speaker: UV],[gender: M],Hamaːn gụːnən: “Hi {{hụrụkəl}} dụnnəŋdụləːwi”.,—,Шаман сказал: «Ты уходи на свою землю».,"The shaman said: ""Go to your world"".","Der Schamane sagte: ""Geh in deine Welt.""",—,[transcribed_by: VGM]
ex_0816,Yerbogachen,leave_LOC,LOC,leave,suru,INEL,,caus,,,Yerbogachen,SPbYerbogachen_Vas,Northern,Nurgowul (UI) [1928],[speakers: UI],[genre: flk],[place: Saint Petersburg],[region: Saint Petersburg],[dialect: Northern],[subdialect: Erbogachyon],[collector: VGM],UI_192X_Nurgowul_flk.026 (003.016),[title: Nurgowul],[year: 1928],[year_from: 1928],[year_to: 1928],[speaker: UI],[gender: M],"Bəjətkəːn ororbon dʼawarän, əknilbi {{hụrụwrən}} dʼuːlaːji.",—,"Парнишка оленей его поймал, сестер увел домой.","The boy caught his [= Nurgowul's] reindeer, he brought his sisters home.","Der Junge fing seine [= Nurgowuls] Rentiere, er brachte seine Schwestern nach Hause.",—,[transcribed_by: VGM]
